News Name,GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,URL Preprocessed,Len,Language,Count
www.gazettextra.com,6,6,6,6,6,5,5,3,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.todayonline.com,6,6,6,6,6,5,5,2,4,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.tmcnet.com,6,6,6,6,6,5,5,3,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.bozemandailychronicle.com,6,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.brotherjohnf.com,6,6,6,6,6,6,6,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.pewtrusts.org,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
harbourtimes.com,6,6,6,6,6,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.treasuryinsider.com,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,4,4,4,0,4,4,4,6,4,4,4,0,4,4,4,6,6,6,6,6,6
www.weekendpost.co.bw,6,6,6,6,6,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6
www.robinspost.com,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.brand-e.biz,6,6,6,6,6,6,6,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6
www.punto-informatico.it,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.grandbahamainfo.com,6,6,6,6,6,6,6,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6
contacto-latino.com,6,6,6,6,6,6,6,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.tbo.com,6,6,6,6,6,5,5,1,4,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,5,5,5,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.malaysiasun.com,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
bigthink.com,6,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
news.wjct.org,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.taxydromos.gr,6,6,6,6,6,5,5,5,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.heraldnet.com,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.brw.com.au,6,6,6,6,6,5,5,3,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,5,6,6,6,6,4,6,6,6,6,6,6,6,6,6
mysteriousuniverse.org,6,6,6,6,6,6,6,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.pcadvisor.co.uk,6,6,6,6,6,5,5,3,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.pcgamer.com,6,6,6,6,6,5,5,1,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,5,5,5,6,6,6,6,1,6,6,6,6,6,6,6,6,6
1049maxcountry.com,6,6,6,6,6,5,5,2,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.trtworld.com,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.pedestrian.tv,6,6,6,6,6,4,4,3,1,6,6,6,6,6,6,6,6,6,6,6,4,4,4,3,4,4,4,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.techly.com.au,6,6,6,6,6,5,5,2,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4,0,4,4,4,6,5,5,5,0,5,5,5,6,6,6,6,6,6
governorswindenergycoalition.org,6,6,6,6,6,6,6,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.businesspost.ng,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,6,6,6,6
www.lowkickmma.com,6,6,6,6,6,3,3,2,2,6,6,6,6,6,6,6,6,6,6,6,3,3,3,1,3,3,3,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.protothema.gr,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6
greece-salonika.blogspot.com,6,6,6,6,6,4,4,1,3,6,6,6,6,6,6,6,6,6,6,6,4,4,4,2,4,4,4,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.techrepublic.com,6,6,6,6,6,5,5,4,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,5,5,5,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.lse.co.uk,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.ifreepress.com,6,6,6,6,6,5,5,5,0,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,5,5,5,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.businessbecause.com,6,6,6,6,6,6,6,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.iaaf.org,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,4,4,4,2,4,4,4,6,4,4,4,2,4,4,4,6,6,6,6,6,6
geospatial-solutions.com,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.bladi.net,6,6,6,6,6,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6
www.waterstechnology.com,6,6,6,6,6,5,5,1,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.hedgeco.net,6,6,6,6,6,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,3,3,3,2,3,3,3,6,5,5,5,2,5,5,5,6,6,6,6,6,6
www.theafricareport.com,6,6,6,6,6,6,6,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.coloradodaily.com,6,6,6,6,6,6,6,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.top1000funds.com,6,6,6,6,6,5,5,2,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.infosurhoy.com,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,5,6,5,5,5,3,5,5,5,6,6,6,6,6,6
www.theautochannel.com,6,6,6,6,6,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,3,4,4,4,6,6,6,6,3,6,6,6,6,6,6,6,6,6
yourelection15.co.uk,6,6,6,6,6,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6
yourblackworld.net,6,6,6,6,6,6,6,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
patrastimes.gr,6,6,6,6,6,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,1,6,6,6,6,6,6,6,6,6
paybefore.com,6,6,6,6,6,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
english.vov.vn,6,6,6,6,6,6,6,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.memri.org,6,6,6,6,6,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,2,4,4,4,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.walls102.com,6,6,6,6,6,5,5,5,1,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.atlanticcouncil.org,6,6,6,6,6,6,6,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
mexiconewsdaily.com,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.oilandgas360.com,6,6,6,6,6,5,5,4,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.rapidtvnews.com,6,6,6,6,6,5,5,2,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.worldpoliticsreview.com,6,6,6,6,6,6,6,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.banker.bg,6,6,6,6,6,4,4,1,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4,2,4,4,4,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.tanea.gr,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.banksnews.gr,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.healthcareinfosecurity.com,6,6,6,6,6,5,5,4,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,1,6,6,6,6,6,6,6,6,6
biglawbusiness.com,6,6,6,6,6,5,5,3,3,6,6,6,6,6,6,6,6,6,6,6,3,3,3,1,3,3,3,6,4,4,4,2,4,4,4,6,6,6,6,6,6
ngcskyliner.com,6,6,6,6,6,6,6,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.tpr.org,6,6,6,6,6,5,5,4,1,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.bhaskar.com,6,6,6,6,6,6,6,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6
niyitabiti.net,6,6,6,6,6,6,6,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
blockexplorer.com,6,6,6,6,6,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,5,5,5,2,5,5,5,6,6,6,6,6,6
mondaymorning.nitrkl.ac.in,6,6,6,6,6,4,4,4,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,1,4,4,4,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.inewsgr.com,6,6,6,6,6,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.pioneernews.in,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.hackneygazette.co.uk,6,6,6,6,6,5,5,2,4,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.inforisktoday.com,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
icoexaminer.com,6,6,6,6,6,5,5,3,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,5,5,5,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.barandbench.com,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6
www.gurufocus.com,6,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.theweek.in,6,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
en.africatime.com,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
asiasociety.org,6,6,6,6,6,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,0,4,4,4,6,6,6,6,0,6,6,6,6,6,6,6,6,6
thehimalayantimes.com,6,6,6,6,6,5,5,5,1,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.nationnews.com,6,6,6,6,6,6,6,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.newsday.com,6,6,6,6,6,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,0,4,4,4,6,6,6,6,0,6,6,6,6,6,6,6,6,6
kgmi.com,6,6,6,6,6,6,6,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
articles.economictimes.indiatimes.com,6,6,6,6,6,6,6,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
tbo.com,6,6,6,6,6,5,5,4,1,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,5,5,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6
lovebelfast.co.uk,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.durangoherald.com,6,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.ems1.com,6,6,6,6,6,5,5,3,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6
business-swiss.ch,6,6,6,6,6,6,6,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.news1130.com,6,6,6,6,6,6,6,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.nashvilleherald.com,6,6,6,6,6,6,6,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
sofokleous10.gr,6,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.finances.com,6,6,6,6,6,4,4,2,3,6,6,6,6,6,6,6,6,6,6,6,4,4,4,1,4,4,4,6,6,6,6,3,6,6,6,6,6,6,6,6,6
thelibertarianrepublic.com,6,6,6,6,6,6,6,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.financialsense.com,6,6,6,6,6,6,6,1,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,5,5,5,6,5,5,5,1,5,5,5,6,6,6,6,6,6
www.theolivepress.es,6,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6
www.univision.com,6,6,6,6,6,6,6,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
literock993.iheart.com,6,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
kathmandupost.ekantipur.com,6,6,6,6,6,5,5,4,1,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.news-herald.com,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
tnlivenews.in,6,6,6,6,6,4,4,4,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,3,4,4,4,6,6,6,6,4,6,6,6,6,6,6,6,6,6
www.newtimes.co.rw,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
economics.unian.info,6,6,6,6,6,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,5,6,6,6,6,2,6,6,6,6,6,6,6,6,6
www.vcpost.com,6,6,6,6,6,6,6,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
thestack.com,6,6,6,6,6,5,5,4,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
aninews.in,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6
www.navhindtimes.in,6,6,6,6,6,5,5,4,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
www.neweurope.eu,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
www.wired.it,6,6,6,6,6,6,6,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
krebsonsecurity.com,6,6,6,6,6,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,1,4,4,4,6,5,5,5,1,5,5,5,6,6,6,6,6,6
www.explica.co,6,6,6,6,6,5,5,4,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.somersetcountygazette.co.uk,6,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6
virtual-strategy.com,6,6,6,6,6,5,5,4,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,5,5,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6
ambienteja.info,6,6,6,6,6,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,4,4,4,0,4,4,4,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.flushdraw.net,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6
e.tradersmagazine.com,6,6,6,6,6,6,6,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
allindiaroundup.com,6,6,6,6,6,4,4,2,3,6,6,6,6,6,6,6,6,6,6,6,4,4,4,2,4,4,4,6,6,6,6,2,6,6,6,6,6,6,6,6,6
kormorant.co.za,6,6,6,6,6,6,6,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6
townhall.com,6,6,6,6,6,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0,5,5,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6
m.durangoherald.com,6,6,6,6,6,6,6,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.thestandard.co.zw,6,6,6,6,6,6,6,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6
sunlightfoundation.com,6,6,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
www.dispatch.com,6,6,6,6,6,5,5,4,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,5,6,6,6,6,4,6,6,6,6,6,6,6,6,6
www.snntv.com,6,6,6,6,6,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,5,6,6,6,6,2,6,6,6,6,6,6,6,6,6
breakingnewstoday.net,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6
uk.onlinenigeria.com,6,6,6,6,6,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4,3,4,4,4,6,4,4,4,3,4,4,4,6,6,6,6,6,6
onezero.medium.com,5,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,4,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5
chandpurtimes.com,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
thevoiceslu.com,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5
opensources.info,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
www.newsradio1029.com,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
livecoins.com.br,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5
www.financialstandard.com.au,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5
elsoln1.com,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5
techmoran.com,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,4,4,4,5,4,4,4,2,4,4,4,5,5,5,5,5,5
ici.radio-canada.ca,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,4,4,4,5,4,4,4,1,4,4,4,5,5,5,5,5,5
crosscut.com,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5
iapp.org,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5
www.thestranger.com,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
www.originalfm.com,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
www.rigzone.com,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5
notednews.com,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5
www.hardwaretimes.com,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
nj1015.com,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5
altcoinbuzz.io,5,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,4,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5
www.sowetanlive.co.za,5,5,5,5,5,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,4,4,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5
enrsi.rtvs.sk,5,5,5,5,5,3,3,2,1,5,5,5,5,5,5,5,5,5,5,5,3,3,3,1,3,3,3,5,4,4,4,1,4,4,4,5,5,5,5,5,5
